id,language,task,domain,difficulty,prompt,reference_answer,source
reas_en_20,English,Reasoning,Logic/Math,Hard,"If you have a 3-gallon jug and a 5-gallon jug, and an unlimited supply of water, how can you measure out exactly 4 gallons?","1. Fill the 5-gallon jug completely.
2. Pour water from the 5-gallon jug into the 3-gallon jug until it is full. (This leaves 2 gallons in the 5-gallon jug).
3. Empty the 3-gallon jug.
4. Pour the 2 gallons from the 5-gallon jug into the empty 3-gallon jug.
5. Fill the 5-gallon jug completely again.
6. Pour water from the 5-gallon jug into the 3-gallon jug until the 3-gallon jug is full. (Since it already has 2 gallons, you pour exactly 1 gallon from the 5-gallon jug, leaving exactly 4 gallons in the 5-gallon jug).",synthetic
reas_en_21,English,Reasoning,Logic/Lateral,Hard,"If an electric train is traveling north at 100 mph and the wind is blowing west at 10 mph, which way does the smoke blow?",An electric train does not produce smoke.,synthetic
reas_en_22,English,Reasoning,Logic/Lateral,Medium,"How many cubic feet of dirt are in a hole that is 3 feet deep, 2 feet wide, and 6 feet long?",None. A hole is empty; there is no dirt in it.,synthetic
reas_en_23,English,Reasoning,Logic,Easy,Which is heavier: a pound of feathers or a pound of bricks?,They weigh the same. Both weigh exactly one pound.,synthetic
reas_en_24,English,Reasoning,Logic/Lateral,Medium,"If a plane crashes on the border between the United States and Canada, where do they bury the survivors?",You do not bury survivors.,synthetic
reas_en_25,English,Reasoning,Riddle,Medium,"What occurs once in a minute, twice in a moment, but never in a thousand years?","The letter 'M'. (It appears once in 'minute', twice in 'moment', and zero times in 'thousand years').",synthetic
reas_en_26,English,Reasoning,Logic/Lateral,Hard,"You are in a dark room with a single match. There is a candle, a kerosene lamp, and a wood stove. Which do you light first?",The match.,synthetic
reas_en_27,English,Reasoning,Logic/Lateral,Hard,"A man is dressed in all black. He is walking down a country lane. There are no streetlights, and the moon is not out. A black car with its headlights off comes speeding down the road but swerves to avoid hitting him. How did the driver see him?",It was daytime.,synthetic
reas_en_28,English,Reasoning,Logic,Medium,"A house has four walls, all facing south. A bear walks past. What color is the bear?","White. If all walls face south, the house must be located exactly at the North Pole. Therefore, the bear is a polar bear, which is white.",synthetic
reas_en_29,English,Reasoning,Logic/Lateral,Medium,"A cowboy rides into town on Friday. He stays for three days, then leaves on Friday. How did he do it?",His horse's name is Friday.,synthetic
reas_en_30,English,Reasoning,Riddle,Easy,What has a head and a tail but no body?,A coin.,synthetic
reas_en_31,English,Reasoning,Riddle,Easy,What gets wetter the more it dries?,A towel.,synthetic
reas_en_32,English,Reasoning,Logic/Math,Easy,"If you multiply all the numbers on a telephone's dial pad, what is the total?","Zero. Dial pads contain the number 0, and multiplying any sequence of numbers by 0 results in 0.",synthetic
reas_en_33,English,Reasoning,Riddle,Easy,What goes up but never comes down?,Your age.,synthetic
reas_en_34,English,Reasoning,Riddle,Easy,What has hands but cannot clap?,A clock.,synthetic
reas_en_35,English,Reasoning,Riddle,Easy,"What belongs to you, but other people use it much more than you do?",Your name.,synthetic
reas_en_36,English,Reasoning,Logic,Hard,A man is trapped in a room with only two exits. First exit leads to a room built from magnifying glasses where the blazing hot sun instantly fries anyone. Second exit leads to a room with a fire-breathing dragon. How can he escape?,"He should wait until nightfall, then escape through the first exit (the magnifying glasses will not fry him since there is no sun at night).",synthetic
reas_en_37,English,Reasoning,Logic/Lateral,Easy,"If you have three apples and you take away two, how many do you have?",You have two apples (the ones you took).,synthetic
reas_en_38,English,Reasoning,Logic/Lateral,Hard,"A basket contains 5 apples. How can you divide them among 5 children so that each child gets 1 apple, but 1 apple remains in the basket?","Give four children one apple each, and give the fifth child the basket with the fifth apple still inside it.",synthetic
reas_en_39,English,Reasoning,Logic,Hard,Three players play chess. They played three games in total. How many games did each person play if they all played an equal number of games?,"Each person played 2 games. Let the players be A, B, and C. The games were: A vs B, B vs C, and C vs A. Thus, each played exactly 2 games.",synthetic
reas_en_40,English,Reasoning,Logic/Math,Hard,"A clock chimes once at 1 o'clock, twice at 2 o'clock, and so on. How many times does it chime in total over a 12-hour period?",78 times. The sum of integers from 1 to 12 is 1 + 2 + 3 + 4 + 5 + 6 + 7 + 8 + 9 + 10 + 11 + 12 = 78.,synthetic
reas_bn_01,Bangla,Reasoning,Logic/Math,Hard,"৫ জন শ্রমিক ৫ দিনে ৫টি দেয়াল তৈরি করতে পারে। একই গতিতে কাজ করলে, ১০ জন শ্রমিকের ১০টি দেয়াল তৈরি করতে কত দিন লাগবে?","১০টি দেয়াল তৈরি করতে ১০ জন শ্রমিকের ৫ দিন লাগবে। (প্রত্যেক শ্রমিকের ১টি দেয়াল তৈরি করতে ৫ দিন সময় লাগে, তাই ১০ জন শ্রমিক ১০টি দেয়াল ৫ দিনেই তৈরি করবে)।",synthetic
reas_bn_02,Bangla,Reasoning,Logic,Hard,এক লোক তার হাত ঘড়িটি না দেখেই দেখল সেটি সঠিক সময় দিচ্ছে না। পরে সে বুঝতে পারল যে ঘড়িটি বন্ধ। কিন্তু তাও ঘড়িটি দিনে কয়বার সঠিক সময় দেখাবে?,ঘড়িটি দিনে ২ বার সঠিক সময় দেখাবে। (একটি বন্ধ ঘড়ি দিনে ও রাতে একবার করে মোট দুইবার সঠিক সময় প্রদর্শন করে)।,synthetic
reas_bn_03,Bangla,Reasoning,Logic,Hard,"একটি পুকুরে পদ্মফুল প্রতিদিন দ্বিগুণ হারে বৃদ্ধি পায়। পুরো পুকুরটি পদ্মফুলে ভরতে যদি ৩০ দিন সময় লাগে, তবে পুকুরের অর্ধেক অংশ ভরতে কত দিন লেগেছিল?","২৯ দিন সময় লেগেছিল। (যেহেতু প্রতিদিন পদ্মফুল দ্বিগুণ হয়, তাই ২৯তম দিনে পুকুরটি অর্ধেক ভর্তি ছিল এবং পরের দিন অর্থাৎ ৩০তম দিনে তা দ্বিগুণ হয়ে সম্পূর্ণ ভর্তি হয়ে যায়)।",synthetic
reas_bn_04,Bangla,Reasoning,Logic,Medium,এক ঝুড়িতে ১০টি আম আছে। আপনি সেখান থেকে ৩টি আম তুলে নিলেন। আপনার কাছে এখন কয়টি আম আছে?,"আপনার কাছে ৩টি আম আছে। (ঝুড়িতে ৭টি আম রয়ে গেছে, কিন্তু আপনার হাতে ৩টি আম আছে)।",synthetic
reas_bn_05,Bangla,Reasoning,Logic,Easy,বছরের কোন কোন মাসে ২৮ দিন থাকে?,বছরের ১২টি মাসেই ২৮ দিন থাকে। (প্রতিটি মাসেই অন্তত ২৮ দিন বা তার বেশি সময় থাকে)।,synthetic
reas_bn_06,Bangla,Reasoning,Logic,Hard,এক ডাক্তার আপনাকে ৩টি ট্যাবলেট দিয়ে প্রতি আধা ঘণ্টা পর পর ১টি করে খেতে বললেন। ওষুধগুলো শেষ হতে আপনার কত মিনিট সময় লাগবে?,"৬০ মিনিট সময় লাগবে। (প্রথম ওষুধটি ০ মিনিটে, দ্বিতীয়টি ৩০ মিনিটে এবং তৃতীয়টি ৬০ মিনিটে খাবেন। সুতরাং মোট ১ ঘণ্টা বা ৬০ মিনিট সময় লাগবে)।",synthetic
reas_bn_07,Bangla,Reasoning,Logic/Lateral,Hard,"যদি একটি বৈদ্যুতিক ট্রেন উত্তর দিকে ১০০ কিমি বেগে চলে এবং বাতাস পশ্চিম দিক থেকে পূর্ব দিকে বইতে থাকে, তবে ট্রেনের ধোঁয়া কোন দিকে যাবে?",বৈদ্যুতিক ট্রেনের কোনো ধোঁয়া হয় না।,synthetic
reas_bn_08,Bangla,Reasoning,Logic,Medium,"পাখির পালক ভরা এক বস্তা এবং লোহা ভরা এক বস্তা—দুটি বস্তারই ওজন যদি ১ কেজি হয়, তবে কোনটি বেশি ভারী?","দুটির ওজনই সমান। (যেহেতু উভয় বস্তার ওজনই ১ কেজি, তাই দুটিই সমান ভারী)।",synthetic
reas_bn_09,Bangla,Reasoning,Logic/Lateral,Medium,একটি বিমানে দুর্ঘটনার পর বিমানটি বাংলাদেশ ও ভারতের সীমানার ঠিক মাঝখানে বিধ্বস্ত হলো। তবে জীবিতদের কোন দেশে দাফন করা হবে?,জীবিত ব্যক্তিদের দাফন করা হয় না।,synthetic
